ip,classification,risk_recommended_pulsedive,abuseipdb_confidence_score,abuseipdb_total_reports,abuseipdb_num_distinct_users,abuseipdb_recent_reports_count,apivoid_risk_score,apivoid_blacklists_engines_count,apivoid_blacklists_detections,apivoid_blacklists_detection_rate,virustotal_reputation,virustotal_harmless,virustotal_malicious,virustotal_suspicious,virustotal_undetected
113193234210,denylist,0.6000000000000001,1.0,0.05185882352941177,0.444,3.0,1.0,82.0,17.0,0.21,0.17485549132947975,0.5473684210526316,0.10526315789473684,0.031578947368421054,0.3157894736842105
113.200.60.74,denylist,0.4000000000000001,1.0,0.010670588235294117,0.164,3.0,1.0,82.0,11.0,0.13,0.157514450867052,0.6,0.06315789473684211,0.021052631578947368,0.3157894736842105
113.204.34.182,denylist,0.4000000000000001,0.0,1.1764705882352942e-05,0.0005,1.0,0.7000000000000001,82.0,3.0,0.04,0.18352601156069362,0.5894736842105263,0.042105263157894736,0.010526315789473684,0.35789473684210527
113.204.50.98,denylist,0.4000000000000001,0.01,0.00012941176470588237,0.0005,3.0,1.0,82.0,5.0,0.06,0.17630057803468205,0.6105263157894737,0.031578947368421054,0.010526315789473684,0.34736842105263155
113209197236,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6421052631578947,0.010526315789473684,0.0,0.34736842105263155
113219174145,denylist,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.17774566473988437,0.6,0.042105263157894736,0.010526315789473684,0.34736842105263155
113.219.177.95,denylist,0.6000000000000001,1.0,0.016670588235294118,0.1065,3.0,1.0,82.0,16.0,0.2,0.17341040462427743,0.5157894736842105,0.15789473684210525,0.021052631578947368,0.30526315789473685
113.24.133.99,allowlist,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.5789473684210527,0.06315789473684211,0.010526315789473684,0.34736842105263155
113.24.151.247,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6421052631578947,0.0,0.0,0.35789473684210527
113.249.159.56,suspicious,0.4000000000000001,0.0,0.00023529411764705883,0.001,3.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6,0.06315789473684211,0.010526315789473684,0.3263157894736842
113.31.103.179,denylist,0.4000000000000001,1.0,0.03835294117647059,0.377,3.0,1.0,82.0,14.0,0.17,0.17774566473988437,0.5578947368421052,0.09473684210526316,0.031578947368421054,0.3157894736842105
113.31.103.19,denylist,0.0,0.09,0.0023294117647058824,0.063,3.0,1.0,82.0,10.0,0.12,0.17485549132947975,0.6,0.05263157894736842,0.021052631578947368,0.3263157894736842
113.31.113.249,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.631578947368421,0.0,0.010526315789473684,0.35789473684210527
113.57.119.194,denylist,0.4000000000000001,1.0,0.013223529411764707,0.076,3.0,1.0,82.0,5.0,0.06,0.17774566473988437,0.5789473684210527,0.07368421052631578,0.031578947368421054,0.3157894736842105
113.62.172.29,denylist,0.4000000000000001,0.01,0.00011764705882352942,0.0005,3.0,1.0,82.0,5.0,0.06,0.17630057803468205,0.6210526315789473,0.031578947368421054,0.0,0.34736842105263155
113.83.130.206,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
114.104.155.77,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.17919075144508667,0.5894736842105263,0.06315789473684211,0.010526315789473684,0.3368421052631579
114108127188,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,6.0,0.07,0.17774566473988437,0.6,0.05263157894736842,0.010526315789473684,0.3368421052631579
114108139100,denylist,0.4000000000000001,0.02,1.1764705882352942e-05,0.0005,1.0,0.7000000000000001,82.0,3.0,0.04,0.17774566473988437,0.6,0.042105263157894736,0.010526315789473684,0.34736842105263155
114.130.181.82,denylist,0.6000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.17630057803468205,0.6421052631578947,0.010526315789473684,0.010526315789473684,0.3368421052631579
114.199.75.111,denylist,0.6000000000000001,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.5684210526315789,0.05263157894736842,0.010526315789473684,0.3684210526315789
114.206.23.151,denylist,0.4000000000000001,0.11,0.00015294117647058825,0.0015,3.0,1.0,82.0,7.0,0.09,0.17485549132947975,0.6,0.06315789473684211,0.021052631578947368,0.3157894736842105
114.207.112.45,denylist,0.0,0.0,4.705882352941177e-05,0.0015,3.0,0.9,82.0,4.0,0.05,0.17919075144508667,0.5894736842105263,0.08421052631578947,0.0,0.3263157894736842
114.216.4.149,denylist,0.8,1.0,0.004658823529411765,0.0945,3.0,1.0,82.0,9.0,0.11,0.17630057803468205,0.5578947368421052,0.09473684210526316,0.021052631578947368,0.3263157894736842
114.216.5.134,suspicious,0.8,0.18,0.004211764705882353,0.052000000000000005,3.0,0.6,82.0,2.0,0.02,0.17630057803468205,0.5894736842105263,0.042105263157894736,0.010526315789473684,0.35789473684210527
114.216.7.100,denylist,0.4000000000000001,0.11,5.882352941176471e-05,0.002,3.0,1.0,82.0,5.0,0.06,0.17485549132947975,0.6105263157894737,0.05263157894736842,0.0,0.3368421052631579
114217198174,denylist,0.6000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.1820809248554913,0.631578947368421,0.0,0.0,0.3684210526315789
114.217.20.166,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.17919075144508667,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
114.217.37.170,denylist,0.4000000000000001,0.39,0.006905882352941177,0.1255,3.0,0.9,82.0,4.0,0.05,0.17485549132947975,0.6421052631578947,0.031578947368421054,0.0,0.3263157894736842
114219149143,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.631578947368421,0.0,0.010526315789473684,0.35789473684210527
114.219.157.97,denylist,0.4000000000000001,1.0,0.019623529411764706,0.28,3.0,1.0,82.0,16.0,0.2,0.157514450867052,0.5578947368421052,0.09473684210526316,0.031578947368421054,0.3157894736842105
114.227.35.137,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6105263157894737,0.021052631578947368,0.010526315789473684,0.35789473684210527
114.241.29.237,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
114.242.9.121,denylist,0.4000000000000001,1.0,0.012964705882352942,0.2115,3.0,1.0,82.0,16.0,0.2,0.17485549132947975,0.5368421052631579,0.10526315789473684,0.031578947368421054,0.3263157894736842
114.246.9.18,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.18352601156069362,0.5684210526315789,0.06315789473684211,0.010526315789473684,0.35789473684210527
114255134165,denylist,0.4000000000000001,1.0,0.010023529411764707,0.099,3.0,1.0,82.0,13.0,0.16,0.17196531791907513,0.6,0.05263157894736842,0.010526315789473684,0.3368421052631579
114.29.236.230,denylist,0.6000000000000001,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.180635838150289,0.6105263157894737,0.042105263157894736,0.010526315789473684,0.3368421052631579
114.29.237.201,denylist,0.6000000000000001,0.02,1.1764705882352942e-05,0.0005,1.0,0.9,82.0,4.0,0.05,0.180635838150289,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
114.31.8.202,suspicious,0.4000000000000001,0.38,0.0002823529411764706,0.007,3.0,1.0,82.0,4.0,0.05,0.180635838150289,0.6421052631578947,0.010526315789473684,0.0,0.34736842105263155
114.32.137.120,denylist,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.1820809248554913,0.5789473684210527,0.05263157894736842,0.010526315789473684,0.35789473684210527
114.32.168.119,allowlist,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6,0.042105263157894736,0.0,0.35789473684210527
114.32.191.241,denylist,0.0,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.1820809248554913,0.5894736842105263,0.042105263157894736,0.010526315789473684,0.35789473684210527
114.32.71.140,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.1820809248554913,0.6105263157894737,0.031578947368421054,0.010526315789473684,0.34736842105263155
114.33.112.54,allowlist,0.0,0.0,1.1764705882352942e-05,0.0005,1.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6,0.06315789473684211,0.010526315789473684,0.3263157894736842
114.33.209.132,allowlist,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.180635838150289,0.6210526315789473,0.010526315789473684,0.010526315789473684,0.35789473684210527
114.33.240.77,denylist,0.0,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.16473988439306356,0.6105263157894737,0.010526315789473684,0.010526315789473684,0.3684210526315789
114.33.38.40,denylist,0.0,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.1820809248554913,0.6210526315789473,0.021052631578947368,0.010526315789473684,0.34736842105263155
114.33.69.141,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6,0.031578947368421054,0.010526315789473684,0.35789473684210527
114.33.7.225,denylist,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.1820809248554913,0.6,0.042105263157894736,0.010526315789473684,0.34736842105263155
114.33.77.154,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.1820809248554913,0.6105263157894737,0.042105263157894736,0.0,0.34736842105263155
114.33.80.105,denylist,0.0,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.1820809248554913,0.6,0.042105263157894736,0.021052631578947368,0.3368421052631579
114.34.106.146,denylist,0.0,1.0,0.07905882352941176,0.494,3.0,1.0,82.0,17.0,0.21,0.17485549132947975,0.5473684210526316,0.11578947368421053,0.010526315789473684,0.3263157894736842
114.34.173.26,suspicious,0.0,0.31,0.0023176470588235298,0.021500000000000002,3.0,0.9,82.0,4.0,0.05,0.1820809248554913,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
114.34.181.97,allowlist,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.5684210526315789,0.05263157894736842,0.010526315789473684,0.3684210526315789
114.35.102.128,denylist,0.0,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.180635838150289,0.6105263157894737,0.031578947368421054,0.010526315789473684,0.34736842105263155
114.35.102.141,denylist,0.0,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.1820809248554913,0.6,0.042105263157894736,0.021052631578947368,0.3368421052631579
114.35.106.100,denylist,0.0,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.1820809248554913,0.5894736842105263,0.042105263157894736,0.010526315789473684,0.35789473684210527
114.35.124.60,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.18352601156069362,0.6105263157894737,0.042105263157894736,0.0,0.34736842105263155
114.35.133.60,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.18352601156069362,0.6105263157894737,0.042105263157894736,0.0,0.34736842105263155
114.35.174.39,denylist,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.1820809248554913,0.6210526315789473,0.021052631578947368,0.010526315789473684,0.34736842105263155
114.35.19.181,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.1820809248554913,0.5894736842105263,0.042105263157894736,0.010526315789473684,0.35789473684210527
114.35.208.156,denylist,0.0,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.1820809248554913,0.6105263157894737,0.042105263157894736,0.0,0.34736842105263155
114.35.33.191,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.1820809248554913,0.631578947368421,0.010526315789473684,0.010526315789473684,0.34736842105263155
114.35.41.56,denylist,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.18352601156069362,0.6,0.042105263157894736,0.021052631578947368,0.3368421052631579
114.35.46.40,denylist,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.18352601156069362,0.5894736842105263,0.05263157894736842,0.010526315789473684,0.34736842105263155
114.35.75.12,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.1820809248554913,0.6105263157894737,0.042105263157894736,0.0,0.34736842105263155
114.36.99.79,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.17919075144508667,0.631578947368421,0.021052631578947368,0.0,0.34736842105263155
114.55.224.244,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.1820809248554913,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
114.55.236.5,denylist,0.4000000000000001,1.0,0.008,0.044,3.0,1.0,82.0,9.0,0.11,0.1820809248554913,0.5684210526315789,0.09473684210526316,0.021052631578947368,0.3157894736842105
114.67.212.186,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.180635838150289,0.6526315789473685,0.010526315789473684,0.0,0.3368421052631579
114.8.146.58,denylist,0.4000000000000001,1.0,0.052011764705882355,0.427,3.0,1.0,82.0,9.0,0.11,0.17630057803468205,0.5789473684210527,0.08421052631578947,0.021052631578947368,0.3157894736842105
114.80.32.148,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.180635838150289,0.6,0.05263157894736842,0.010526315789473684,0.3368421052631579
114.96.84.122,denylist,0.6000000000000001,1.0,0.006376470588235294,0.126,3.0,1.0,82.0,11.0,0.13,0.17919075144508667,0.6105263157894737,0.042105263157894736,0.010526315789473684,0.3368421052631579
114.98.233.125,denylist,0.6000000000000001,0.02,1.1764705882352942e-05,0.0005,1.0,0.7000000000000001,82.0,3.0,0.04,0.17919075144508667,0.631578947368421,0.021052631578947368,0.0,0.34736842105263155
114.98.239.130,denylist,0.6000000000000001,0.01,0.00011764705882352942,0.0005,3.0,1.0,82.0,6.0,0.07,0.17774566473988437,0.5894736842105263,0.06315789473684211,0.021052631578947368,0.3263157894736842
115.134.17.209,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.17919075144508667,0.6,0.05263157894736842,0.010526315789473684,0.3368421052631579
115134251215,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.17630057803468205,0.631578947368421,0.010526315789473684,0.010526315789473684,0.34736842105263155
115.140.89.82,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.180635838150289,0.5789473684210527,0.06315789473684211,0.010526315789473684,0.34736842105263155
115.141.190.57,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.18352601156069362,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
115.141.204.99,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
115141222114,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
115141224105,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
115141226169,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
115.141.76.73,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
115.141.79.133,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
115.141.79.137,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
115.142.206.73,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
115149140218,denylist,0.0,1.0,0.004282352941176471,0.0315,3.0,1.0,82.0,10.0,0.12,0.1820809248554913,0.5789473684210527,0.08421052631578947,0.0,0.3368421052631579
115.151.72.122,denylist,0.4000000000000001,1.0,0.031411764705882354,0.3695,3.0,1.0,82.0,18.0,0.22,0.17630057803468205,0.6105263157894737,0.05263157894736842,0.021052631578947368,0.3157894736842105
115.151.72.153,denylist,0.4000000000000001,1.0,0.008494117647058824,0.126,3.0,1.0,82.0,5.0,0.06,0.17774566473988437,0.6105263157894737,0.042105263157894736,0.010526315789473684,0.3368421052631579
115.160.146.86,denylist,0.6000000000000001,0.15,0.0032941176470588237,0.081,3.0,1.0,82.0,6.0,0.07,0.17630057803468205,0.6,0.06315789473684211,0.021052631578947368,0.3157894736842105
115.22.247.178,denylist,0.4000000000000001,0.08,0.00011764705882352942,0.0045000000000000005,3.0,0.7000000000000001,82.0,3.0,0.04,0.16763005780346818,0.6,0.042105263157894736,0.010526315789473684,0.34736842105263155
115231111158,denylist,1.0000000000000002,0.0,1.1764705882352942e-05,0.0005,1.0,0.9,82.0,4.0,0.05,0.17774566473988437,0.6105263157894737,0.05263157894736842,0.010526315789473684,0.3263157894736842
115231236150,denylist,0.6000000000000001,1.0,0.01343529411764706,0.17350000000000002,3.0,1.0,82.0,12.0,0.15,0.17630057803468205,0.5578947368421052,0.11578947368421053,0.021052631578947368,0.30526315789473685
115.231.78.10,denylist,0.6000000000000001,1.0,0.07004705882352942,0.0245,3.0,1.0,82.0,15.0,0.18,0.180635838150289,0.5368421052631579,0.11578947368421053,0.031578947368421054,0.3157894736842105
115.231.78.11,denylist,0.6000000000000001,1.0,0.12705882352941178,0.083,3.0,1.0,82.0,19.0,0.23,0.10404624277456645,0.5263157894736842,0.1368421052631579,0.031578947368421054,0.30526315789473685
115.231.78.12,denylist,0.6000000000000001,1.0,0.0021058823529411766,0.041,3.0,1.0,82.0,15.0,0.18,0.18352601156069362,0.5578947368421052,0.09473684210526316,0.021052631578947368,0.3263157894736842
115.231.78.14,denylist,0.6000000000000001,1.0,0.15047058823529413,0.0635,3.0,1.0,82.0,16.0,0.2,0.17630057803468205,0.5368421052631579,0.10526315789473684,0.021052631578947368,0.3368421052631579
115.231.8.158,denylist,0.6000000000000001,0.0,0.00047058823529411766,0.003,3.0,0.7000000000000001,82.0,3.0,0.04,0.18352601156069362,0.6526315789473685,0.010526315789473684,0.0,0.3368421052631579
115233218204,suspicious,0.6000000000000001,0.01,5.882352941176471e-05,0.002,3.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6,0.042105263157894736,0.010526315789473684,0.34736842105263155
115.236.135.4,denylist,0.6000000000000001,0.12,0.0002705882352941177,0.001,3.0,1.0,82.0,5.0,0.06,0.17630057803468205,0.5894736842105263,0.05263157894736842,0.021052631578947368,0.3368421052631579
115236161139,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.17630057803468205,0.6,0.042105263157894736,0.010526315789473684,0.34736842105263155
115.236.65.194,denylist,0.4000000000000001,1.0,0.003929411764705883,0.0345,3.0,1.0,82.0,13.0,0.16,0.18352601156069362,0.6105263157894737,0.05263157894736842,0.010526315789473684,0.3263157894736842
115238224190,denylist,0.4000000000000001,1.0,0.011000000000000001,0.0835,3.0,1.0,82.0,9.0,0.11,0.17630057803468205,0.5473684210526316,0.09473684210526316,0.021052631578947368,0.3368421052631579
115239254152,denylist,0.6000000000000001,0.11,3.529411764705883e-05,0.0015,3.0,1.0,82.0,6.0,0.07,0.17919075144508667,0.5894736842105263,0.06315789473684211,0.0,0.34736842105263155
115.243.18.60,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.1820809248554913,0.631578947368421,0.010526315789473684,0.010526315789473684,0.34736842105263155
115247159106,denylist,0.4000000000000001,1.0,0.007823529411764707,0.0545,3.0,1.0,82.0,9.0,0.11,0.17919075144508667,0.5684210526315789,0.08421052631578947,0.021052631578947368,0.3263157894736842
115.247.46.126,denylist,0.4000000000000001,1.0,0.0027176470588235295,0.07100000000000001,3.0,1.0,82.0,7.0,0.09,0.17485549132947975,0.5684210526315789,0.07368421052631578,0.031578947368421054,0.3263157894736842
115.68.194.225,suspicious,0.6000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6421052631578947,0.010526315789473684,0.0,0.34736842105263155
115.71.238.4,denylist,0.6000000000000001,1.0,0.004247058823529412,0.056,3.0,1.0,82.0,14.0,0.17,0.1820809248554913,0.6210526315789473,0.042105263157894736,0.021052631578947368,0.3157894736842105
115.72.6.135,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,6.0,0.07,0.180635838150289,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
115.75.188.242,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.17774566473988437,0.6105263157894737,0.042105263157894736,0.010526315789473684,0.3368421052631579
115.79.199.108,denylist,0.8,0.0,0.0,0.0,0.0,1.0,82.0,6.0,0.07,0.17774566473988437,0.5894736842105263,0.06315789473684211,0.010526315789473684,0.3368421052631579
115.88.121.73,denylist,0.4000000000000001,1.0,0.021505882352941177,0.147,3.0,1.0,82.0,18.0,0.22,0.1589595375722543,0.5789473684210527,0.08421052631578947,0.010526315789473684,0.3263157894736842
115.91.91.182,denylist,0.4000000000000001,1.0,0.07790588235294119,0.4875,3.0,1.0,82.0,18.0,0.22,0.17485549132947975,0.5789473684210527,0.07368421052631578,0.031578947368421054,0.3157894736842105
115.94.121.85,denylist,0.4000000000000001,1.0,0.0019294117647058824,0.0285,3.0,1.0,82.0,9.0,0.11,0.1820809248554913,0.6,0.042105263157894736,0.031578947368421054,0.3263157894736842
116.1.149.196,denylist,0.4000000000000001,1.0,0.014952941176470589,0.22,3.0,1.0,82.0,14.0,0.17,0.157514450867052,0.5578947368421052,0.11578947368421053,0.021052631578947368,0.30526315789473685
116105210211,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.631578947368421,0.021052631578947368,0.0,0.34736842105263155
116.113.193.70,denylist,0.4000000000000001,1.0,0.006894117647058824,0.0545,3.0,1.0,82.0,8.0,0.1,0.1705202312138728,0.5684210526315789,0.09473684210526316,0.010526315789473684,0.3263157894736842
116.113.254.26,denylist,0.4000000000000001,1.0,0.01683529411764706,0.1005,3.0,1.0,82.0,17.0,0.21,0.16618497109826588,0.5684210526315789,0.08421052631578947,0.031578947368421054,0.3157894736842105
116115114210,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.17919075144508667,0.6105263157894737,0.042105263157894736,0.010526315789473684,0.3368421052631579
116.118.48.183,denylist,0.6000000000000001,0.03,1.1764705882352942e-05,0.0005,1.0,1.0,82.0,5.0,0.06,0.17630057803468205,0.6,0.06315789473684211,0.021052631578947368,0.3157894736842105
116.118.48.75,denylist,0.8,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6,0.042105263157894736,0.010526315789473684,0.34736842105263155
116.118.51.10,denylist,0.6000000000000001,0.01,7.058823529411765e-05,0.0015,3.0,0.9,82.0,4.0,0.05,0.1820809248554913,0.6210526315789473,0.031578947368421054,0.010526315789473684,0.3368421052631579
116.120.58.228,denylist,0.4000000000000001,1.0,0.055858823529411766,0.1225,3.0,1.0,82.0,13.0,0.16,0.17919075144508667,0.5789473684210527,0.06315789473684211,0.031578947368421054,0.3263157894736842
116.120.58.74,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6526315789473685,0.0,0.0,0.34736842105263155
116122157193,denylist,0.4000000000000001,1.0,0.03198823529411765,0.149,3.0,1.0,82.0,15.0,0.18,0.180635838150289,0.6,0.05263157894736842,0.031578947368421054,0.3157894736842105
116122157203,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.180635838150289,0.6421052631578947,0.0,0.0,0.35789473684210527
116124241142,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,6.0,0.07,0.17630057803468205,0.5894736842105263,0.06315789473684211,0.010526315789473684,0.3368421052631579
116.131.170.70,suspicious,0.8,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6421052631578947,0.010526315789473684,0.010526315789473684,0.3368421052631579
116.140.196.17,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.17919075144508667,0.6105263157894737,0.031578947368421054,0.010526315789473684,0.34736842105263155
116.141.105.6,denylist,0.0,1.0,0.019658823529411767,0.094,3.0,1.0,82.0,13.0,0.16,0.17630057803468205,0.5473684210526316,0.09473684210526316,0.031578947368421054,0.3263157894736842
116.147.40.93,denylist,0.4000000000000001,0.07,3.529411764705883e-05,0.0015,3.0,1.0,82.0,7.0,0.09,0.17630057803468205,0.6,0.06315789473684211,0.021052631578947368,0.3157894736842105
116.153.81.58,denylist,0.4000000000000001,1.0,0.028564705882352943,0.314,3.0,1.0,82.0,17.0,0.21,0.17485549132947975,0.5368421052631579,0.09473684210526316,0.042105263157894736,0.3263157894736842
116.169.60.199,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6210526315789473,0.021052631578947368,0.010526315789473684,0.34736842105263155
116.178.218.87,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.17630057803468205,0.6,0.042105263157894736,0.010526315789473684,0.34736842105263155
116193190174,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.17485549132947975,0.6105263157894737,0.05263157894736842,0.010526315789473684,0.3263157894736842
116193190201,denylist,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,6.0,0.07,0.1820809248554913,0.6421052631578947,0.021052631578947368,0.0,0.3368421052631579
116.193.190.42,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,6.0,0.07,0.17630057803468205,0.6,0.06315789473684211,0.010526315789473684,0.3263157894736842
116193191104,denylist,0.6000000000000001,1.0,0.03787058823529412,0.3415,3.0,1.0,82.0,16.0,0.2,0.17630057803468205,0.5368421052631579,0.12631578947368421,0.031578947368421054,0.30526315789473685
116193191111,denylist,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.17919075144508667,0.631578947368421,0.0,0.010526315789473684,0.35789473684210527
