ip,classification,risk_recommended_pulsedive,abuseipdb_confidence_score,abuseipdb_total_reports,abuseipdb_num_distinct_users,abuseipdb_recent_reports_count,apivoid_risk_score,apivoid_blacklists_engines_count,apivoid_blacklists_detections,apivoid_blacklists_detection_rate,virustotal_reputation,virustotal_harmless,virustotal_malicious,virustotal_suspicious,virustotal_undetected
170.0.235.253,denylist,0.6000000000000001,0.02,0.00035294117647058826,0.0005,3.0,1.0,82.0,5.0,0.06,0.17630057803468205,0.6,0.05263157894736842,0.021052631578947368,0.3263157894736842
170106197109,denylist,0.0,1.0,0.00788235294117647,0.052000000000000005,3.0,1.0,82.0,7.0,0.09,0.1820809248554913,0.6105263157894737,0.042105263157894736,0.021052631578947368,0.3263157894736842
170187163117,denylist,0.0,1.0,0.061011764705882356,0.0545,3.0,1.0,82.0,11.0,0.13,0.10549132947976876,0.5684210526315789,0.06315789473684211,0.031578947368421054,0.3368421052631579
170187163133,denylist,0.0,0.15,0.010294117647058823,0.036000000000000004,3.0,0.7000000000000001,82.0,3.0,0.04,0.1820809248554913,0.6105263157894737,0.031578947368421054,0.021052631578947368,0.3368421052631579
170.187.163.90,denylist,0.0,0.0,0.00025882352941176474,0.001,3.0,0.7000000000000001,82.0,3.0,0.04,0.1820809248554913,0.6105263157894737,0.042105263157894736,0.0,0.34736842105263155
170187165130,denylist,0.0,1.0,0.06508235294117648,0.059000000000000004,3.0,1.0,82.0,9.0,0.11,0.17774566473988437,0.5894736842105263,0.042105263157894736,0.031578947368421054,0.3368421052631579
170187165139,denylist,0.0,1.0,0.06235294117647059,0.059500000000000004,3.0,1.0,82.0,8.0,0.1,0.10549132947976876,0.6,0.031578947368421054,0.031578947368421054,0.3368421052631579
170187165218,suspicious,0.0,0.15,0.011129411764705882,0.037,3.0,0.6,82.0,2.0,0.02,0.180635838150289,0.6421052631578947,0.010526315789473684,0.021052631578947368,0.3263157894736842
170187165219,denylist,0.0,1.0,0.059435294117647065,0.055,3.0,1.0,82.0,9.0,0.11,0.1820809248554913,0.6,0.031578947368421054,0.031578947368421054,0.3368421052631579
170187165242,suspicious,0.0,0.18,0.010494117647058824,0.039,3.0,0.7000000000000001,82.0,3.0,0.04,0.180635838150289,0.631578947368421,0.010526315789473684,0.021052631578947368,0.3368421052631579
170203197212,denylist,0.6000000000000001,0.21,0.00012941176470588237,0.002,3.0,0.7000000000000001,82.0,3.0,0.04,0.1820809248554913,0.631578947368421,0.010526315789473684,0.010526315789473684,0.34736842105263155
170231224198,denylist,0.6000000000000001,0.0,0.00010588235294117647,0.0045000000000000005,3.0,0.4,82.0,1.0,0.01,0.17774566473988437,0.5894736842105263,0.05263157894736842,0.010526315789473684,0.34736842105263155
170.233.29.175,denylist,0.4000000000000001,1.0,0.005847058823529412,0.07,3.0,1.0,82.0,12.0,0.15,0.17630057803468205,0.5789473684210527,0.07368421052631578,0.031578947368421054,0.3157894736842105
170238160191,denylist,0.6000000000000001,1.0,0.07271764705882354,0.47000000000000003,3.0,1.0,82.0,17.0,0.21,0.17341040462427743,0.5684210526315789,0.08421052631578947,0.031578947368421054,0.3157894736842105
170.238.45.177,suspicious,0.6000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.17919075144508667,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
170.51.24.153,denylist,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.17919075144508667,0.631578947368421,0.021052631578947368,0.010526315789473684,0.3368421052631579
170.64.130.197,denylist,0.4000000000000001,1.0,0.019611764705882353,0.088,3.0,1.0,82.0,12.0,0.15,0.180635838150289,0.5473684210526316,0.12631578947368421,0.010526315789473684,0.3157894736842105
170.64.134.120,denylist,0.4000000000000001,1.0,0.028094117647058825,0.105,3.0,1.0,82.0,14.0,0.17,0.17774566473988437,0.5368421052631579,0.1368421052631579,0.0,0.3263157894736842
170.64.134.89,denylist,0.4000000000000001,1.0,0.02716470588235294,0.0925,3.0,1.0,82.0,12.0,0.15,0.1820809248554913,0.5368421052631579,0.1368421052631579,0.010526315789473684,0.3157894736842105
170.64.154.131,denylist,0.4000000000000001,1.0,0.026894117647058825,0.10200000000000001,3.0,1.0,82.0,12.0,0.15,0.17774566473988437,0.5368421052631579,0.12631578947368421,0.010526315789473684,0.3263157894736842
170.64.154.53,denylist,0.4000000000000001,1.0,0.02087058823529412,0.0915,3.0,1.0,82.0,12.0,0.15,0.17774566473988437,0.5368421052631579,0.1368421052631579,0.021052631578947368,0.30526315789473685
170.64.157.116,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6421052631578947,0.010526315789473684,0.010526315789473684,0.3368421052631579
170.64.166.144,denylist,0.4000000000000001,1.0,0.020388235294117648,0.084,3.0,1.0,82.0,9.0,0.11,0.10404624277456645,0.5473684210526316,0.12631578947368421,0.0,0.3263157894736842
170.64.167.72,denylist,0.4000000000000001,1.0,0.05461176470588235,0.082,3.0,1.0,82.0,16.0,0.2,0.17919075144508667,0.5578947368421052,0.11578947368421053,0.021052631578947368,0.30526315789473685
170.64.176.87,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.18352601156069362,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
170.64.177.80,denylist,0.4000000000000001,1.0,0.0234,0.08700000000000001,3.0,1.0,82.0,15.0,0.18,0.10693641618497109,0.5473684210526316,0.11578947368421053,0.010526315789473684,0.3263157894736842
170.64.178.90,suspicious,0.0,0.01,0.00018823529411764707,0.001,3.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.5789473684210527,0.06315789473684211,0.021052631578947368,0.3368421052631579
170.64.186.17,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.631578947368421,0.010526315789473684,0.010526315789473684,0.34736842105263155
171104143176,denylist,0.6000000000000001,1.0,0.04783529411764706,0.4295,3.0,1.0,82.0,18.0,0.22,0.17196531791907513,0.5578947368421052,0.10526315789473684,0.031578947368421054,0.30526315789473685
171104158177,denylist,0.4000000000000001,1.0,0.0016941176470588236,0.0205,3.0,1.0,82.0,10.0,0.12,0.1820809248554913,0.6,0.05263157894736842,0.021052631578947368,0.3263157894736842
171.15.113.20,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6210526315789473,0.010526315789473684,0.010526315789473684,0.35789473684210527
171220244134,denylist,0.6000000000000001,1.0,0.052282352941176474,0.433,3.0,1.0,82.0,20.0,0.24,0.17341040462427743,0.5578947368421052,0.10526315789473684,0.021052631578947368,0.3157894736842105
171.223.215.38,denylist,0.4000000000000001,1.0,0.007764705882352942,0.14350000000000002,3.0,1.0,82.0,13.0,0.16,0.17341040462427743,0.5789473684210527,0.07368421052631578,0.021052631578947368,0.3263157894736842
171244139238,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,8.0,0.1,0.17774566473988437,0.6,0.05263157894736842,0.010526315789473684,0.3368421052631579
171244142109,denylist,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.180635838150289,0.631578947368421,0.021052631578947368,0.0,0.34736842105263155
171244142236,denylist,0.4000000000000001,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.17630057803468205,0.6,0.05263157894736842,0.010526315789473684,0.3368421052631579
171.244.37.103,denylist,0.4000000000000001,1.0,0.059294117647058824,0.4685,3.0,1.0,82.0,18.0,0.22,0.17196531791907513,0.5473684210526316,0.08421052631578947,0.031578947368421054,0.3368421052631579
171.244.37.96,denylist,0.4000000000000001,1.0,0.02883529411764706,0.28550000000000003,3.0,1.0,82.0,17.0,0.21,0.17196531791907513,0.5684210526315789,0.10526315789473684,0.021052631578947368,0.30526315789473685
171.244.37.97,denylist,0.4000000000000001,1.0,0.0456,0.3705,3.0,1.0,82.0,18.0,0.22,0.17485549132947975,0.5473684210526316,0.10526315789473684,0.021052631578947368,0.3263157894736842
171.244.39.233,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.5894736842105263,0.031578947368421054,0.031578947368421054,0.34736842105263155
171.244.40.118,denylist,0.6000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.17919075144508667,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
171.244.40.20,denylist,0.6000000000000001,0.12,0.006929411764705883,0.11800000000000001,3.0,1.0,82.0,8.0,0.1,0.17919075144508667,0.6105263157894737,0.031578947368421054,0.021052631578947368,0.3368421052631579
171.244.40.236,denylist,0.8,0.09,5.882352941176471e-05,0.0015,3.0,1.0,82.0,7.0,0.09,0.17341040462427743,0.6,0.06315789473684211,0.021052631578947368,0.3157894736842105
171.244.57.238,denylist,0.8,0.0,0.0,0.0,0.0,1.0,82.0,7.0,0.09,0.1690751445086705,0.5894736842105263,0.05263157894736842,0.010526315789473684,0.34736842105263155
171.244.61.154,suspicious,0.6000000000000001,0.01,2.3529411764705884e-05,0.001,2.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6421052631578947,0.010526315789473684,0.0,0.34736842105263155
171.244.63.170,suspicious,0.8,0.03,2.3529411764705884e-05,0.0005,2.0,0.6,82.0,2.0,0.02,0.17485549132947975,0.6,0.05263157894736842,0.010526315789473684,0.3368421052631579
171.248.164.30,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.180635838150289,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
171.250.74.75,denylist,0.4000000000000001,0.0,4.705882352941177e-05,0.0005,3.0,1.0,82.0,5.0,0.06,0.180635838150289,0.6105263157894737,0.042105263157894736,0.010526315789473684,0.3368421052631579
171252255206,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
171.34.73.139,denylist,0.0,0.0,1.1764705882352942e-05,0.0005,1.0,1.0,82.0,5.0,0.06,0.17485549132947975,0.5684210526315789,0.10526315789473684,0.0,0.3263157894736842
171.43.134.86,denylist,0.6000000000000001,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.17919075144508667,0.6210526315789473,0.042105263157894736,0.0,0.3368421052631579
171.8.7.8,denylist,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.17630057803468205,0.5894736842105263,0.07368421052631578,0.010526315789473684,0.3263157894736842
172.104.11.34,denylist,0.0,1.0,0.02147058823529412,0.139,3.0,1.0,82.0,16.0,0.2,0.17630057803468205,0.5789473684210527,0.08421052631578947,0.010526315789473684,0.3263157894736842
172104138223,denylist,0.0,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.1820809248554913,0.5684210526315789,0.09473684210526316,0.0,0.3368421052631579
172.104.19.160,denylist,0.0,1.0,0.059082352941176475,0.0555,3.0,1.0,82.0,11.0,0.13,0.180635838150289,0.5894736842105263,0.042105263157894736,0.021052631578947368,0.34736842105263155
172104238162,allowlist,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.1820809248554913,0.6421052631578947,0.0,0.010526315789473684,0.34736842105263155
172.104.27.241,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6526315789473685,0.0,0.0,0.34736842105263155
172.105.128.11,denylist,0.0,1.0,0.021247058823529414,0.1375,3.0,1.0,82.0,14.0,0.17,0.09971098265895952,0.5684210526315789,0.08421052631578947,0.021052631578947368,0.3263157894736842
172.105.14.77,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6421052631578947,0.0,0.0,0.35789473684210527
172.105.38.10,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.180635838150289,0.6421052631578947,0.0,0.0,0.35789473684210527
172106170170,allowlist,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.18352601156069362,0.0,0.0,0.0,1.0
172106255255,allowlist,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.18352601156069362,0.0,0.0,0.0,1.0
172.106.85.85,allowlist,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.18352601156069362,0.0,0.0,0.0,1.0
172107170169,allowlist,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.18352601156069362,0.0,0.0,0.0,1.0
172.107.85.84,allowlist,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.18352601156069362,0.0,0.0,0.0,1.0
172167209170,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.17630057803468205,0.6526315789473685,0.0,0.0,0.34736842105263155
172.167.5.155,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6421052631578947,0.010526315789473684,0.0,0.34736842105263155
172168152112,allowlist,0.0,0.0,1.1764705882352942e-05,0.0005,1.0,0.7000000000000001,82.0,3.0,0.04,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172168153130,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172168153146,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172168153178,allowlist,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.18352601156069362,0.6526315789473685,0.0,0.0,0.34736842105263155
172168153192,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172168154237,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172.168.155.57,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172.168.155.62,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172168156192,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172168157233,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172168157236,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172168158161,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172.168.158.28,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172.168.159.33,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172.168.24.31,allowlist,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172.168.24.66,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6526315789473685,0.010526315789473684,0.0,0.3368421052631579
172.168.24.85,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6526315789473685,0.0,0.0,0.34736842105263155
172.168.40.184,allowlist,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.180635838150289,0.6526315789473685,0.0,0.0,0.34736842105263155
172.168.40.208,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.180635838150289,0.6631578947368421,0.010526315789473684,0.0,0.3263157894736842
172.168.40.211,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.180635838150289,0.6631578947368421,0.0,0.0,0.3368421052631579
172.168.40.224,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6421052631578947,0.0,0.0,0.35789473684210527
172.168.40.233,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6526315789473685,0.0,0.0,0.34736842105263155
172.168.40.246,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6421052631578947,0.010526315789473684,0.0,0.34736842105263155
172.168.41.179,allowlist,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6421052631578947,0.021052631578947368,0.0,0.3368421052631579
172.168.41.181,allowlist,0.0,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.180635838150289,0.6631578947368421,0.0,0.0,0.3368421052631579
172.168.41.2,allowlist,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172.168.41.211,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6526315789473685,0.0,0.0,0.34736842105263155
172.168.41.212,allowlist,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1083815028901734,0.6631578947368421,0.010526315789473684,0.0,0.3263157894736842
172.168.41.228,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172.169.1.171,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.180635838150289,0.6421052631578947,0.010526315789473684,0.0,0.34736842105263155
172.169.1.184,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6526315789473685,0.0,0.0,0.34736842105263155
172.169.1.244,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172169105237,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172169108117,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172169108207,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6526315789473685,0.0,0.0,0.34736842105263155
172169109191,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172169109202,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6526315789473685,0.0,0.0,0.34736842105263155
172.169.109.27,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172.169.109.47,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172169110110,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172169110112,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172169110206,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172169110227,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6526315789473685,0.0,0.0,0.34736842105263155
172169110238,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172169110240,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172.169.110.69,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172169111113,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172169111119,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6421052631578947,0.0,0.0,0.35789473684210527
172169111132,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172169111150,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.180635838150289,0.6631578947368421,0.0,0.0,0.3368421052631579
172169111185,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172169111190,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172169111191,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6736842105263158,0.0,0.0,0.3263157894736842
172169111220,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172169190120,allowlist,0.0,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172169190143,allowlist,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1083815028901734,0.6631578947368421,0.0,0.0,0.3368421052631579
172169191180,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172.169.2.144,allowlist,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.10693641618497109,0.6526315789473685,0.0,0.0,0.34736842105263155
172.169.2.193,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6526315789473685,0.010526315789473684,0.0,0.3368421052631579
172.169.2.80,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6526315789473685,0.0,0.0,0.34736842105263155
172.169.200.13,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172169205129,allowlist,0.0,0.0,0.0,0.0,0.0,0.9,82.0,4.0,0.05,0.18352601156069362,0.6526315789473685,0.0,0.0,0.34736842105263155
172169205153,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.17919075144508667,0.6631578947368421,0.0,0.0,0.3368421052631579
172169205242,allowlist,0.0,0.0,1.1764705882352942e-05,0.0005,1.0,0.7000000000000001,82.0,3.0,0.04,0.18352601156069362,0.6526315789473685,0.0,0.0,0.34736842105263155
172169206157,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172169206159,allowlist,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172.169.206.50,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.17919075144508667,0.6631578947368421,0.0,0.0,0.3368421052631579
172169207230,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.180635838150289,0.6631578947368421,0.010526315789473684,0.0,0.3263157894736842
172.169.3.202,allowlist,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,82.0,3.0,0.04,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172.169.4.164,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6526315789473685,0.0,0.0,0.34736842105263155
172.169.4.214,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172.169.4.248,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.180635838150289,0.6631578947368421,0.0,0.0,0.3368421052631579
172.169.5.152,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.17919075144508667,0.6526315789473685,0.0,0.0,0.34736842105263155
172.169.5.249,allowlist,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1083815028901734,0.6631578947368421,0.0,0.0,0.3368421052631579
172.169.6.178,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172.169.6.183,allowlist,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1083815028901734,0.6526315789473685,0.0,0.0,0.34736842105263155
172.169.6.196,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6526315789473685,0.0,0.0,0.34736842105263155
172.169.6.28,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6421052631578947,0.010526315789473684,0.0,0.34736842105263155
172.169.6.6,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172170162149,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172170164108,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6526315789473685,0.0,0.0,0.34736842105263155
172170165104,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.1820809248554913,0.6631578947368421,0.0,0.0,0.3368421052631579
172170166179,suspicious,0.0,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172170167204,suspicious,0.0,0.0,0.0,0.0,0.0,0.4,82.0,1.0,0.01,0.18352601156069362,0.6631578947368421,0.0,0.0,0.3368421052631579
172.172.130.74,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,0.6,82.0,2.0,0.02,0.180635838150289,0.6631578947368421,0.0,0.0,0.3368421052631579
172.173.139.35,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,6.0,0.07,0.180635838150289,0.6631578947368421,0.0,0.0,0.3368421052631579
172.174.145.34,suspicious,0.4000000000000001,0.0,0.0,0.0,0.0,1.0,82.0,5.0,0.06,0.17919075144508667,0.6526315789473685,0.0,0.0,0.34736842105263155
